race,gender,familyType,education,income,icon
white,man,single,noHS,inc150175,0
black,man,single,noHS,inc150175,0
latino,man,single,noHS,inc150175,0
other,man,single,noHS,inc150175,0
white,woman,single,noHS,inc150175,0
black,woman,single,noHS,inc150175,0
latino,woman,single,noHS,inc150175,0
other,woman,single,noHS,inc150175,0
white,man,singlewithDependent,noHS,inc150175,0
black,man,singlewithDependent,noHS,inc150175,0
latino,man,singlewithDependent,noHS,inc150175,0
other,man,singlewithDependent,noHS,inc150175,1
white,woman,singlewithDependent,noHS,inc150175,0
black,woman,singlewithDependent,noHS,inc150175,0
latino,woman,singlewithDependent,noHS,inc150175,0
other,woman,singlewithDependent,noHS,inc150175,0
white,man,Couple,noHS,inc150175,0
black,man,Couple,noHS,inc150175,0
latino,man,Couple,noHS,inc150175,0
other,man,Couple,noHS,inc150175,0
white,woman,Couple,noHS,inc150175,0
black,woman,Couple,noHS,inc150175,0
latino,woman,Couple,noHS,inc150175,0
other,woman,Couple,noHS,inc150175,0
white,man,single,HS,inc150175,1
black,man,single,HS,inc150175,0
latino,man,single,HS,inc150175,0
other,man,single,HS,inc150175,0
white,woman,single,HS,inc150175,0
black,woman,single,HS,inc150175,0
latino,woman,single,HS,inc150175,0
other,woman,single,HS,inc150175,0
white,man,singlewithDependent,HS,inc150175,0
black,man,singlewithDependent,HS,inc150175,0
latino,man,singlewithDependent,HS,inc150175,0
other,man,singlewithDependent,HS,inc150175,0
white,woman,singlewithDependent,HS,inc150175,0
black,woman,singlewithDependent,HS,inc150175,0
latino,woman,singlewithDependent,HS,inc150175,0
other,woman,singlewithDependent,HS,inc150175,0
white,man,Couple,HS,inc150175,3
black,man,Couple,HS,inc150175,0
latino,man,Couple,HS,inc150175,0
other,man,Couple,HS,inc150175,0
white,woman,Couple,HS,inc150175,2
black,woman,Couple,HS,inc150175,0
latino,woman,Couple,HS,inc150175,0
other,woman,Couple,HS,inc150175,0
white,man,single,someCollege,inc150175,0
black,man,single,someCollege,inc150175,0
latino,man,single,someCollege,inc150175,0
other,man,single,someCollege,inc150175,0
white,woman,single,someCollege,inc150175,0
black,woman,single,someCollege,inc150175,0
latino,woman,single,someCollege,inc150175,0
other,woman,single,someCollege,inc150175,0
white,man,singlewithDependent,someCollege,inc150175,0
black,man,singlewithDependent,someCollege,inc150175,0
latino,man,singlewithDependent,someCollege,inc150175,0
other,man,singlewithDependent,someCollege,inc150175,0
white,woman,singlewithDependent,someCollege,inc150175,1
black,woman,singlewithDependent,someCollege,inc150175,0
latino,woman,singlewithDependent,someCollege,inc150175,0
other,woman,singlewithDependent,someCollege,inc150175,0
white,man,Couple,someCollege,inc150175,1
black,man,Couple,someCollege,inc150175,0
latino,man,Couple,someCollege,inc150175,0
other,man,Couple,someCollege,inc150175,1
white,woman,Couple,someCollege,inc150175,6
black,woman,Couple,someCollege,inc150175,0
latino,woman,Couple,someCollege,inc150175,0
other,woman,Couple,someCollege,inc150175,1
white,man,single,BA,inc150175,1
black,man,single,BA,inc150175,0
latino,man,single,BA,inc150175,0
other,man,single,BA,inc150175,0
white,woman,single,BA,inc150175,0
black,woman,single,BA,inc150175,0
latino,woman,single,BA,inc150175,0
other,woman,single,BA,inc150175,0
white,man,singlewithDependent,BA,inc150175,0
black,man,singlewithDependent,BA,inc150175,0
latino,man,singlewithDependent,BA,inc150175,0
other,man,singlewithDependent,BA,inc150175,0
white,woman,singlewithDependent,BA,inc150175,0
black,woman,singlewithDependent,BA,inc150175,0
latino,woman,singlewithDependent,BA,inc150175,0
other,woman,singlewithDependent,BA,inc150175,0
white,man,Couple,BA,inc150175,5
black,man,Couple,BA,inc150175,1
latino,man,Couple,BA,inc150175,0
other,man,Couple,BA,inc150175,0
white,woman,Couple,BA,inc150175,3
black,woman,Couple,BA,inc150175,1
latino,woman,Couple,BA,inc150175,0
other,woman,Couple,BA,inc150175,0
white,man,single,grad,inc150175,0
black,man,single,grad,inc150175,0
latino,man,single,grad,inc150175,0
other,man,single,grad,inc150175,0
white,woman,single,grad,inc150175,0
black,woman,single,grad,inc150175,0
latino,woman,single,grad,inc150175,0
other,woman,single,grad,inc150175,0
white,man,singlewithDependent,grad,inc150175,0
black,man,singlewithDependent,grad,inc150175,0
latino,man,singlewithDependent,grad,inc150175,0
other,man,singlewithDependent,grad,inc150175,0
white,woman,singlewithDependent,grad,inc150175,0
black,woman,singlewithDependent,grad,inc150175,0
latino,woman,singlewithDependent,grad,inc150175,0
other,woman,singlewithDependent,grad,inc150175,0
white,man,Couple,grad,inc150175,1
black,man,Couple,grad,inc150175,1
latino,man,Couple,grad,inc150175,0
other,man,Couple,grad,inc150175,1
white,woman,Couple,grad,inc150175,0
black,woman,Couple,grad,inc150175,1
latino,woman,Couple,grad,inc150175,0
other,woman,Couple,grad,inc150175,1
white,man,single,noHS,inc175200,0
black,man,single,noHS,inc175200,0
latino,man,single,noHS,inc175200,0
other,man,single,noHS,inc175200,0
white,woman,single,noHS,inc175200,0
black,woman,single,noHS,inc175200,0
latino,woman,single,noHS,inc175200,0
other,woman,single,noHS,inc175200,0
white,man,singlewithDependent,noHS,inc175200,0
black,man,singlewithDependent,noHS,inc175200,0
latino,man,singlewithDependent,noHS,inc175200,0
other,man,singlewithDependent,noHS,inc175200,0
white,woman,singlewithDependent,noHS,inc175200,0
black,woman,singlewithDependent,noHS,inc175200,0
latino,woman,singlewithDependent,noHS,inc175200,0
other,woman,singlewithDependent,noHS,inc175200,0
white,man,Couple,noHS,inc175200,0
black,man,Couple,noHS,inc175200,0
latino,man,Couple,noHS,inc175200,0
other,man,Couple,noHS,inc175200,0
white,woman,Couple,noHS,inc175200,0
black,woman,Couple,noHS,inc175200,0
latino,woman,Couple,noHS,inc175200,0
other,woman,Couple,noHS,inc175200,0
white,man,single,HS,inc175200,0
black,man,single,HS,inc175200,0
latino,man,single,HS,inc175200,0
other,man,single,HS,inc175200,0
white,woman,single,HS,inc175200,0
black,woman,single,HS,inc175200,0
latino,woman,single,HS,inc175200,0
other,woman,single,HS,inc175200,0
white,man,singlewithDependent,HS,inc175200,0
black,man,singlewithDependent,HS,inc175200,0
latino,man,singlewithDependent,HS,inc175200,0
other,man,singlewithDependent,HS,inc175200,0
white,woman,singlewithDependent,HS,inc175200,0
black,woman,singlewithDependent,HS,inc175200,0
latino,woman,singlewithDependent,HS,inc175200,0
other,woman,singlewithDependent,HS,inc175200,0
white,man,Couple,HS,inc175200,0
black,man,Couple,HS,inc175200,0
latino,man,Couple,HS,inc175200,0
other,man,Couple,HS,inc175200,0
white,woman,Couple,HS,inc175200,2
black,woman,Couple,HS,inc175200,0
latino,woman,Couple,HS,inc175200,0
other,woman,Couple,HS,inc175200,0
white,man,single,someCollege,inc175200,0
black,man,single,someCollege,inc175200,0
latino,man,single,someCollege,inc175200,0
other,man,single,someCollege,inc175200,0
white,woman,single,someCollege,inc175200,1
black,woman,single,someCollege,inc175200,0
latino,woman,single,someCollege,inc175200,0
other,woman,single,someCollege,inc175200,0
white,man,singlewithDependent,someCollege,inc175200,0
black,man,singlewithDependent,someCollege,inc175200,0
latino,man,singlewithDependent,someCollege,inc175200,0
other,man,singlewithDependent,someCollege,inc175200,0
white,woman,singlewithDependent,someCollege,inc175200,0
black,woman,singlewithDependent,someCollege,inc175200,0
latino,woman,singlewithDependent,someCollege,inc175200,0
other,woman,singlewithDependent,someCollege,inc175200,0
white,man,Couple,someCollege,inc175200,2
black,man,Couple,someCollege,inc175200,0
latino,man,Couple,someCollege,inc175200,0
other,man,Couple,someCollege,inc175200,0
white,woman,Couple,someCollege,inc175200,3
black,woman,Couple,someCollege,inc175200,0
latino,woman,Couple,someCollege,inc175200,0
other,woman,Couple,someCollege,inc175200,0
white,man,single,BA,inc175200,0
black,man,single,BA,inc175200,0
latino,man,single,BA,inc175200,0
other,man,single,BA,inc175200,0
white,woman,single,BA,inc175200,0
black,woman,single,BA,inc175200,0
latino,woman,single,BA,inc175200,0
other,woman,single,BA,inc175200,0
white,man,singlewithDependent,BA,inc175200,0
black,man,singlewithDependent,BA,inc175200,0
latino,man,singlewithDependent,BA,inc175200,0
other,man,singlewithDependent,BA,inc175200,0
white,woman,singlewithDependent,BA,inc175200,0
black,woman,singlewithDependent,BA,inc175200,0
latino,woman,singlewithDependent,BA,inc175200,0
other,woman,singlewithDependent,BA,inc175200,0
white,man,Couple,BA,inc175200,4
black,man,Couple,BA,inc175200,0
latino,man,Couple,BA,inc175200,0
other,man,Couple,BA,inc175200,0
white,woman,Couple,BA,inc175200,3
black,woman,Couple,BA,inc175200,0
latino,woman,Couple,BA,inc175200,0
other,woman,Couple,BA,inc175200,1
white,man,single,grad,inc175200,0
black,man,single,grad,inc175200,0
latino,man,single,grad,inc175200,0
other,man,single,grad,inc175200,0
white,woman,single,grad,inc175200,0
black,woman,single,grad,inc175200,0
latino,woman,single,grad,inc175200,0
other,woman,single,grad,inc175200,0
white,man,singlewithDependent,grad,inc175200,0
black,man,singlewithDependent,grad,inc175200,0
latino,man,singlewithDependent,grad,inc175200,0
other,man,singlewithDependent,grad,inc175200,0
white,woman,singlewithDependent,grad,inc175200,0
black,woman,singlewithDependent,grad,inc175200,0
latino,woman,singlewithDependent,grad,inc175200,0
other,woman,singlewithDependent,grad,inc175200,0
white,man,Couple,grad,inc175200,3
black,man,Couple,grad,inc175200,0
latino,man,Couple,grad,inc175200,1
other,man,Couple,grad,inc175200,2
white,woman,Couple,grad,inc175200,1
black,woman,Couple,grad,inc175200,0
latino,woman,Couple,grad,inc175200,1
other,woman,Couple,grad,inc175200,1
white,man,single,noHS,inc200225,0
black,man,single,noHS,inc200225,0
latino,man,single,noHS,inc200225,0
other,man,single,noHS,inc200225,0
white,woman,single,noHS,inc200225,0
black,woman,single,noHS,inc200225,0
latino,woman,single,noHS,inc200225,0
other,woman,single,noHS,inc200225,0
white,man,singlewithDependent,noHS,inc200225,0
black,man,singlewithDependent,noHS,inc200225,0
latino,man,singlewithDependent,noHS,inc200225,0
other,man,singlewithDependent,noHS,inc200225,0
white,woman,singlewithDependent,noHS,inc200225,0
black,woman,singlewithDependent,noHS,inc200225,0
latino,woman,singlewithDependent,noHS,inc200225,0
other,woman,singlewithDependent,noHS,inc200225,0
white,man,Couple,noHS,inc200225,0
black,man,Couple,noHS,inc200225,0
latino,man,Couple,noHS,inc200225,0
other,man,Couple,noHS,inc200225,0
white,woman,Couple,noHS,inc200225,0
black,woman,Couple,noHS,inc200225,0
latino,woman,Couple,noHS,inc200225,0
other,woman,Couple,noHS,inc200225,0
white,man,single,HS,inc200225,0
black,man,single,HS,inc200225,0
latino,man,single,HS,inc200225,0
other,man,single,HS,inc200225,0
white,woman,single,HS,inc200225,0
black,woman,single,HS,inc200225,0
latino,woman,single,HS,inc200225,0
other,woman,single,HS,inc200225,0
white,man,singlewithDependent,HS,inc200225,0
black,man,singlewithDependent,HS,inc200225,0
latino,man,singlewithDependent,HS,inc200225,0
other,man,singlewithDependent,HS,inc200225,0
white,woman,singlewithDependent,HS,inc200225,0
black,woman,singlewithDependent,HS,inc200225,0
latino,woman,singlewithDependent,HS,inc200225,0
other,woman,singlewithDependent,HS,inc200225,0
white,man,Couple,HS,inc200225,1
black,man,Couple,HS,inc200225,0
latino,man,Couple,HS,inc200225,0
other,man,Couple,HS,inc200225,0
white,woman,Couple,HS,inc200225,1
black,woman,Couple,HS,inc200225,0
latino,woman,Couple,HS,inc200225,0
other,woman,Couple,HS,inc200225,0
white,man,single,someCollege,inc200225,0
black,man,single,someCollege,inc200225,0
latino,man,single,someCollege,inc200225,0
other,man,single,someCollege,inc200225,0
white,woman,single,someCollege,inc200225,0
black,woman,single,someCollege,inc200225,0
latino,woman,single,someCollege,inc200225,0
other,woman,single,someCollege,inc200225,0
white,man,singlewithDependent,someCollege,inc200225,0
black,man,singlewithDependent,someCollege,inc200225,0
latino,man,singlewithDependent,someCollege,inc200225,0
other,man,singlewithDependent,someCollege,inc200225,0
white,woman,singlewithDependent,someCollege,inc200225,0
black,woman,singlewithDependent,someCollege,inc200225,0
latino,woman,singlewithDependent,someCollege,inc200225,0
other,woman,singlewithDependent,someCollege,inc200225,0
white,man,Couple,someCollege,inc200225,3
black,man,Couple,someCollege,inc200225,0
latino,man,Couple,someCollege,inc200225,0
other,man,Couple,someCollege,inc200225,0
white,woman,Couple,someCollege,inc200225,2
black,woman,Couple,someCollege,inc200225,0
latino,woman,Couple,someCollege,inc200225,0
other,woman,Couple,someCollege,inc200225,0
white,man,single,BA,inc200225,0
black,man,single,BA,inc200225,0
latino,man,single,BA,inc200225,0
other,man,single,BA,inc200225,0
white,woman,single,BA,inc200225,0
black,woman,single,BA,inc200225,0
latino,woman,single,BA,inc200225,0
other,woman,single,BA,inc200225,0
white,man,singlewithDependent,BA,inc200225,0
black,man,singlewithDependent,BA,inc200225,0
latino,man,singlewithDependent,BA,inc200225,0
other,man,singlewithDependent,BA,inc200225,0
white,woman,singlewithDependent,BA,inc200225,0
black,woman,singlewithDependent,BA,inc200225,0
latino,woman,singlewithDependent,BA,inc200225,0
other,woman,singlewithDependent,BA,inc200225,0
white,man,Couple,BA,inc200225,2
black,man,Couple,BA,inc200225,0
latino,man,Couple,BA,inc200225,0
other,man,Couple,BA,inc200225,0
white,woman,Couple,BA,inc200225,2
black,woman,Couple,BA,inc200225,0
latino,woman,Couple,BA,inc200225,0
other,woman,Couple,BA,inc200225,0
white,man,single,grad,inc200225,0
black,man,single,grad,inc200225,1
latino,man,single,grad,inc200225,0
other,man,single,grad,inc200225,0
white,woman,single,grad,inc200225,0
black,woman,single,grad,inc200225,1
latino,woman,single,grad,inc200225,0
other,woman,single,grad,inc200225,0
white,man,singlewithDependent,grad,inc200225,0
black,man,singlewithDependent,grad,inc200225,0
latino,man,singlewithDependent,grad,inc200225,0
other,man,singlewithDependent,grad,inc200225,0
white,woman,singlewithDependent,grad,inc200225,0
black,woman,singlewithDependent,grad,inc200225,0
latino,woman,singlewithDependent,grad,inc200225,0
other,woman,singlewithDependent,grad,inc200225,0
white,man,Couple,grad,inc200225,0
black,man,Couple,grad,inc200225,0
latino,man,Couple,grad,inc200225,0
other,man,Couple,grad,inc200225,0
white,woman,Couple,grad,inc200225,1
black,woman,Couple,grad,inc200225,0
latino,woman,Couple,grad,inc200225,0
other,woman,Couple,grad,inc200225,0
white,man,single,noHS,inc225250,0
black,man,single,noHS,inc225250,0
latino,man,single,noHS,inc225250,0
other,man,single,noHS,inc225250,0
white,woman,single,noHS,inc225250,0
black,woman,single,noHS,inc225250,0
latino,woman,single,noHS,inc225250,0
other,woman,single,noHS,inc225250,0
white,man,singlewithDependent,noHS,inc225250,0
black,man,singlewithDependent,noHS,inc225250,0
latino,man,singlewithDependent,noHS,inc225250,0
other,man,singlewithDependent,noHS,inc225250,0
white,woman,singlewithDependent,noHS,inc225250,0
black,woman,singlewithDependent,noHS,inc225250,0
latino,woman,singlewithDependent,noHS,inc225250,0
other,woman,singlewithDependent,noHS,inc225250,0
white,man,Couple,noHS,inc225250,0
black,man,Couple,noHS,inc225250,0
latino,man,Couple,noHS,inc225250,0
other,man,Couple,noHS,inc225250,0
white,woman,Couple,noHS,inc225250,0
black,woman,Couple,noHS,inc225250,0
latino,woman,Couple,noHS,inc225250,0
other,woman,Couple,noHS,inc225250,0
white,man,single,HS,inc225250,0
black,man,single,HS,inc225250,0
latino,man,single,HS,inc225250,0
other,man,single,HS,inc225250,0
white,woman,single,HS,inc225250,0
black,woman,single,HS,inc225250,0
latino,woman,single,HS,inc225250,0
other,woman,single,HS,inc225250,0
white,man,singlewithDependent,HS,inc225250,0
black,man,singlewithDependent,HS,inc225250,0
latino,man,singlewithDependent,HS,inc225250,0
other,man,singlewithDependent,HS,inc225250,0
white,woman,singlewithDependent,HS,inc225250,0
black,woman,singlewithDependent,HS,inc225250,0
latino,woman,singlewithDependent,HS,inc225250,0
other,woman,singlewithDependent,HS,inc225250,0
white,man,Couple,HS,inc225250,0
black,man,Couple,HS,inc225250,0
latino,man,Couple,HS,inc225250,0
other,man,Couple,HS,inc225250,0
white,woman,Couple,HS,inc225250,0
black,woman,Couple,HS,inc225250,0
latino,woman,Couple,HS,inc225250,0
other,woman,Couple,HS,inc225250,0
white,man,single,someCollege,inc225250,0
black,man,single,someCollege,inc225250,0
latino,man,single,someCollege,inc225250,0
other,man,single,someCollege,inc225250,0
white,woman,single,someCollege,inc225250,0
black,woman,single,someCollege,inc225250,0
latino,woman,single,someCollege,inc225250,0
other,woman,single,someCollege,inc225250,0
white,man,singlewithDependent,someCollege,inc225250,0
black,man,singlewithDependent,someCollege,inc225250,0
latino,man,singlewithDependent,someCollege,inc225250,0
other,man,singlewithDependent,someCollege,inc225250,0
white,woman,singlewithDependent,someCollege,inc225250,0
black,woman,singlewithDependent,someCollege,inc225250,0
latino,woman,singlewithDependent,someCollege,inc225250,0
other,woman,singlewithDependent,someCollege,inc225250,0
white,man,Couple,someCollege,inc225250,0
black,man,Couple,someCollege,inc225250,0
latino,man,Couple,someCollege,inc225250,0
other,man,Couple,someCollege,inc225250,0
white,woman,Couple,someCollege,inc225250,1
black,woman,Couple,someCollege,inc225250,0
latino,woman,Couple,someCollege,inc225250,0
other,woman,Couple,someCollege,inc225250,0
white,man,single,BA,inc225250,0
black,man,single,BA,inc225250,0
latino,man,single,BA,inc225250,0
other,man,single,BA,inc225250,0
white,woman,single,BA,inc225250,0
black,woman,single,BA,inc225250,0
latino,woman,single,BA,inc225250,0
other,woman,single,BA,inc225250,0
white,man,singlewithDependent,BA,inc225250,0
black,man,singlewithDependent,BA,inc225250,0
latino,man,singlewithDependent,BA,inc225250,0
other,man,singlewithDependent,BA,inc225250,0
white,woman,singlewithDependent,BA,inc225250,0
black,woman,singlewithDependent,BA,inc225250,1
latino,woman,singlewithDependent,BA,inc225250,0
other,woman,singlewithDependent,BA,inc225250,0
white,man,Couple,BA,inc225250,3
black,man,Couple,BA,inc225250,0
latino,man,Couple,BA,inc225250,0
other,man,Couple,BA,inc225250,1
white,woman,Couple,BA,inc225250,3
black,woman,Couple,BA,inc225250,0
latino,woman,Couple,BA,inc225250,0
other,woman,Couple,BA,inc225250,1
white,man,single,grad,inc225250,0
black,man,single,grad,inc225250,0
latino,man,single,grad,inc225250,0
other,man,single,grad,inc225250,0
white,woman,single,grad,inc225250,0
black,woman,single,grad,inc225250,0
latino,woman,single,grad,inc225250,0
other,woman,single,grad,inc225250,0
white,man,singlewithDependent,grad,inc225250,0
black,man,singlewithDependent,grad,inc225250,0
latino,man,singlewithDependent,grad,inc225250,0
other,man,singlewithDependent,grad,inc225250,0
white,woman,singlewithDependent,grad,inc225250,0
black,woman,singlewithDependent,grad,inc225250,0
latino,woman,singlewithDependent,grad,inc225250,0
other,woman,singlewithDependent,grad,inc225250,0
white,man,Couple,grad,inc225250,1
black,man,Couple,grad,inc225250,0
latino,man,Couple,grad,inc225250,0
other,man,Couple,grad,inc225250,0
white,woman,Couple,grad,inc225250,0
black,woman,Couple,grad,inc225250,0
latino,woman,Couple,grad,inc225250,0
other,woman,Couple,grad,inc225250,0
white,man,single,noHS,inc250275,0
black,man,single,noHS,inc250275,0
latino,man,single,noHS,inc250275,0
other,man,single,noHS,inc250275,0
white,woman,single,noHS,inc250275,0
black,woman,single,noHS,inc250275,0
latino,woman,single,noHS,inc250275,0
other,woman,single,noHS,inc250275,0
white,man,singlewithDependent,noHS,inc250275,0
black,man,singlewithDependent,noHS,inc250275,0
latino,man,singlewithDependent,noHS,inc250275,0
other,man,singlewithDependent,noHS,inc250275,0
white,woman,singlewithDependent,noHS,inc250275,0
black,woman,singlewithDependent,noHS,inc250275,0
latino,woman,singlewithDependent,noHS,inc250275,0
other,woman,singlewithDependent,noHS,inc250275,0
white,man,Couple,noHS,inc250275,0
black,man,Couple,noHS,inc250275,0
latino,man,Couple,noHS,inc250275,0
other,man,Couple,noHS,inc250275,0
white,woman,Couple,noHS,inc250275,0
black,woman,Couple,noHS,inc250275,0
latino,woman,Couple,noHS,inc250275,0
other,woman,Couple,noHS,inc250275,0
white,man,single,HS,inc250275,0
black,man,single,HS,inc250275,0
latino,man,single,HS,inc250275,0
other,man,single,HS,inc250275,0
white,woman,single,HS,inc250275,0
black,woman,single,HS,inc250275,0
latino,woman,single,HS,inc250275,0
other,woman,single,HS,inc250275,0
white,man,singlewithDependent,HS,inc250275,0
black,man,singlewithDependent,HS,inc250275,0
latino,man,singlewithDependent,HS,inc250275,0
other,man,singlewithDependent,HS,inc250275,0
white,woman,singlewithDependent,HS,inc250275,0
black,woman,singlewithDependent,HS,inc250275,0
latino,woman,singlewithDependent,HS,inc250275,0
other,woman,singlewithDependent,HS,inc250275,0
white,man,Couple,HS,inc250275,0
black,man,Couple,HS,inc250275,0
latino,man,Couple,HS,inc250275,0
other,man,Couple,HS,inc250275,0
white,woman,Couple,HS,inc250275,0
black,woman,Couple,HS,inc250275,0
latino,woman,Couple,HS,inc250275,0
other,woman,Couple,HS,inc250275,0
white,man,single,someCollege,inc250275,0
black,man,single,someCollege,inc250275,0
latino,man,single,someCollege,inc250275,0
other,man,single,someCollege,inc250275,0
white,woman,single,someCollege,inc250275,0
black,woman,single,someCollege,inc250275,0
latino,woman,single,someCollege,inc250275,0
other,woman,single,someCollege,inc250275,0
white,man,singlewithDependent,someCollege,inc250275,0
black,man,singlewithDependent,someCollege,inc250275,0
latino,man,singlewithDependent,someCollege,inc250275,0
other,man,singlewithDependent,someCollege,inc250275,0
white,woman,singlewithDependent,someCollege,inc250275,0
black,woman,singlewithDependent,someCollege,inc250275,0
latino,woman,singlewithDependent,someCollege,inc250275,0
other,woman,singlewithDependent,someCollege,inc250275,0
white,man,Couple,someCollege,inc250275,0
black,man,Couple,someCollege,inc250275,0
latino,man,Couple,someCollege,inc250275,0
other,man,Couple,someCollege,inc250275,0
white,woman,Couple,someCollege,inc250275,0
black,woman,Couple,someCollege,inc250275,0
latino,woman,Couple,someCollege,inc250275,0
other,woman,Couple,someCollege,inc250275,0
white,man,single,BA,inc250275,0
black,man,single,BA,inc250275,0
latino,man,single,BA,inc250275,0
other,man,single,BA,inc250275,0
white,woman,single,BA,inc250275,0
black,woman,single,BA,inc250275,0
latino,woman,single,BA,inc250275,0
other,woman,single,BA,inc250275,0
white,man,singlewithDependent,BA,inc250275,0
black,man,singlewithDependent,BA,inc250275,0
latino,man,singlewithDependent,BA,inc250275,0
other,man,singlewithDependent,BA,inc250275,0
white,woman,singlewithDependent,BA,inc250275,0
black,woman,singlewithDependent,BA,inc250275,0
latino,woman,singlewithDependent,BA,inc250275,0
other,woman,singlewithDependent,BA,inc250275,0
white,man,Couple,BA,inc250275,1
black,man,Couple,BA,inc250275,0
latino,man,Couple,BA,inc250275,0
other,man,Couple,BA,inc250275,0
white,woman,Couple,BA,inc250275,1
black,woman,Couple,BA,inc250275,0
latino,woman,Couple,BA,inc250275,0
other,woman,Couple,BA,inc250275,0
white,man,single,grad,inc250275,1
black,man,single,grad,inc250275,0
latino,man,single,grad,inc250275,0
other,man,single,grad,inc250275,0
white,woman,single,grad,inc250275,0
black,woman,single,grad,inc250275,0
latino,woman,single,grad,inc250275,0
other,woman,single,grad,inc250275,0
white,man,singlewithDependent,grad,inc250275,0
black,man,singlewithDependent,grad,inc250275,0
latino,man,singlewithDependent,grad,inc250275,0
other,man,singlewithDependent,grad,inc250275,0
white,woman,singlewithDependent,grad,inc250275,0
black,woman,singlewithDependent,grad,inc250275,0
latino,woman,singlewithDependent,grad,inc250275,0
other,woman,singlewithDependent,grad,inc250275,0
white,man,Couple,grad,inc250275,2
black,man,Couple,grad,inc250275,0
latino,man,Couple,grad,inc250275,1
other,man,Couple,grad,inc250275,0
white,woman,Couple,grad,inc250275,2
black,woman,Couple,grad,inc250275,0
latino,woman,Couple,grad,inc250275,1
other,woman,Couple,grad,inc250275,0
white,man,single,noHS,inc275300,0
black,man,single,noHS,inc275300,0
latino,man,single,noHS,inc275300,0
other,man,single,noHS,inc275300,0
white,woman,single,noHS,inc275300,0
black,woman,single,noHS,inc275300,0
latino,woman,single,noHS,inc275300,0
other,woman,single,noHS,inc275300,0
white,man,singlewithDependent,noHS,inc275300,0
black,man,singlewithDependent,noHS,inc275300,0
latino,man,singlewithDependent,noHS,inc275300,0
other,man,singlewithDependent,noHS,inc275300,0
white,woman,singlewithDependent,noHS,inc275300,0
black,woman,singlewithDependent,noHS,inc275300,0
latino,woman,singlewithDependent,noHS,inc275300,0
other,woman,singlewithDependent,noHS,inc275300,0
white,man,Couple,noHS,inc275300,0
black,man,Couple,noHS,inc275300,0
latino,man,Couple,noHS,inc275300,0
other,man,Couple,noHS,inc275300,0
white,woman,Couple,noHS,inc275300,0
black,woman,Couple,noHS,inc275300,0
latino,woman,Couple,noHS,inc275300,0
other,woman,Couple,noHS,inc275300,0
white,man,single,HS,inc275300,0
black,man,single,HS,inc275300,0
latino,man,single,HS,inc275300,0
other,man,single,HS,inc275300,0
white,woman,single,HS,inc275300,0
black,woman,single,HS,inc275300,0
latino,woman,single,HS,inc275300,0
other,woman,single,HS,inc275300,0
white,man,singlewithDependent,HS,inc275300,0
black,man,singlewithDependent,HS,inc275300,0
latino,man,singlewithDependent,HS,inc275300,0
other,man,singlewithDependent,HS,inc275300,0
white,woman,singlewithDependent,HS,inc275300,0
black,woman,singlewithDependent,HS,inc275300,0
latino,woman,singlewithDependent,HS,inc275300,0
other,woman,singlewithDependent,HS,inc275300,0
white,man,Couple,HS,inc275300,0
black,man,Couple,HS,inc275300,0
latino,man,Couple,HS,inc275300,0
other,man,Couple,HS,inc275300,0
white,woman,Couple,HS,inc275300,0
black,woman,Couple,HS,inc275300,0
latino,woman,Couple,HS,inc275300,0
other,woman,Couple,HS,inc275300,0
white,man,single,someCollege,inc275300,0
black,man,single,someCollege,inc275300,0
latino,man,single,someCollege,inc275300,0
other,man,single,someCollege,inc275300,0
white,woman,single,someCollege,inc275300,0
black,woman,single,someCollege,inc275300,0
latino,woman,single,someCollege,inc275300,0
other,woman,single,someCollege,inc275300,0
white,man,singlewithDependent,someCollege,inc275300,0
black,man,singlewithDependent,someCollege,inc275300,0
latino,man,singlewithDependent,someCollege,inc275300,0
other,man,singlewithDependent,someCollege,inc275300,0
white,woman,singlewithDependent,someCollege,inc275300,0
black,woman,singlewithDependent,someCollege,inc275300,0
latino,woman,singlewithDependent,someCollege,inc275300,0
other,woman,singlewithDependent,someCollege,inc275300,0
white,man,Couple,someCollege,inc275300,0
black,man,Couple,someCollege,inc275300,0
latino,man,Couple,someCollege,inc275300,0
other,man,Couple,someCollege,inc275300,0
white,woman,Couple,someCollege,inc275300,0
black,woman,Couple,someCollege,inc275300,0
latino,woman,Couple,someCollege,inc275300,0
other,woman,Couple,someCollege,inc275300,0
white,man,single,BA,inc275300,0
black,man,single,BA,inc275300,0
latino,man,single,BA,inc275300,0
other,man,single,BA,inc275300,0
white,woman,single,BA,inc275300,0
black,woman,single,BA,inc275300,0
latino,woman,single,BA,inc275300,0
other,woman,single,BA,inc275300,0
white,man,singlewithDependent,BA,inc275300,0
black,man,singlewithDependent,BA,inc275300,0
latino,man,singlewithDependent,BA,inc275300,0
other,man,singlewithDependent,BA,inc275300,0
white,woman,singlewithDependent,BA,inc275300,0
black,woman,singlewithDependent,BA,inc275300,0
latino,woman,singlewithDependent,BA,inc275300,0
other,woman,singlewithDependent,BA,inc275300,0
white,man,Couple,BA,inc275300,0
black,man,Couple,BA,inc275300,0
latino,man,Couple,BA,inc275300,0
other,man,Couple,BA,inc275300,0
white,woman,Couple,BA,inc275300,1
black,woman,Couple,BA,inc275300,0
latino,woman,Couple,BA,inc275300,0
other,woman,Couple,BA,inc275300,0
white,man,single,grad,inc275300,0
black,man,single,grad,inc275300,0
